,maxindex,tiempo_total,navigate_per,person_per,cutscene_per,object_per,map_per,obsevation_per,notification_per,basic_per,undefined_per,close_per,13-22,5-12,0-4
4649,975,2216,30.87,28.92,11.59,9.23,1.95,0.92,2.36,57.51,39.35,3.14,52.51,34.04,13.45
4650,1241,1797,32.55,20.63,8.06,16.92,2.01,0.97,2.42,54.92,42.36,2.72,49.03,37.24,13.73
4651,1230,2249,38.54,21.95,9.67,8.54,1.38,0.65,1.87,49.65,46.79,3.56,51.15,32.12,16.74
4652,1663,4281,46.42,15.57,5.95,6.49,2.71,0.72,1.56,41.77,55.49,2.74,52.16,34.98,12.87
4653,1121,1974,38.8,22.3,9.19,9.19,1.78,0.89,1.78,49.86,47.33,2.81,48.1,36.79,15.11
4654,898,843,37.08,23.5,11.36,5.01,1.78,0.56,3.56,49.88,44.86,5.26,50.29,29.13,20.58
4655,810,1364,26.67,32.1,14.69,7.78,1.85,0.86,3.09,62.58,35.31,2.11,47.37,36.84,15.79
4656,811,1451,36.99,26.39,11.84,7.03,1.73,0.99,3.21,52.52,45.41,2.07,49.48,34.11,16.41
4657,1236,1205,45.23,21.44,10.28,6.31,1.86,0.57,1.86,46.0,52.73,1.28,51.11,37.31,11.58
4658,1057,1789,43.71,21.1,9.46,5.01,2.55,0.66,1.89,47.48,51.04,1.48,43.24,42.35,14.41
4659,1376,2278,46.51,16.79,7.34,10.76,2.25,0.87,2.69,43.21,54.6,2.19,43.61,39.7,16.69
4660,1387,2957,43.62,17.38,6.78,7.21,2.96,0.65,1.66,43.64,54.04,2.32,57.88,30.76,11.37
4661,1146,2012,30.89,19.98,8.73,16.4,2.09,0.87,2.97,54.89,41.42,3.69,40.56,44.83,14.61
4662,1105,1732,29.95,21.36,9.77,13.3,1.81,0.72,2.44,54.94,41.09,3.97,49.53,38.35,12.12
4663,1421,1879,43.35,19.99,9.01,7.81,2.25,0.63,1.9,46.13,51.27,2.61,46.98,39.97,13.05
4664,787,1457,25.92,26.94,13.21,9.28,1.91,1.14,3.68,60.89,34.67,4.44,48.31,34.91,16.78
4665,745,1334,26.85,31.28,13.15,5.23,2.28,1.34,2.68,59.88,36.63,3.49,46.8,37.41,15.79
4666,1156,1354,41.61,25.0,10.29,4.15,2.6,0.52,2.51,49.59,48.13,2.27,55.51,28.88,15.61
4667,1246,1818,45.91,20.87,9.63,7.22,1.77,0.56,2.01,45.11,52.7,2.19,56.0,29.14,14.86
4668,1273,1947,53.65,21.21,9.98,4.95,1.41,0.79,2.28,40.38,57.4,2.22,58.08,29.12,12.81
4669,1180,1830,37.12,24.07,10.42,8.22,1.44,1.44,2.37,51.58,44.82,3.6,48.14,36.02,15.84
4670,1698,1918,47.64,19.43,7.83,7.66,1.59,0.59,1.41,43.34,54.07,2.59,44.65,39.98,15.37
4671,1205,1416,42.99,22.49,11.2,5.06,1.99,0.58,2.41,47.44,50.97,1.59,56.7,25.57,17.72
4672,1035,1347,45.31,23.38,9.66,5.51,1.55,1.35,2.13,45.93,52.54,1.52,50.61,35.77,13.62
4673,1123,2347,34.91,26.36,9.97,8.46,1.51,0.53,2.76,53.67,44.19,2.14,49.54,38.1,12.36
4674,933,916,46.2,23.69,11.47,6.43,1.71,0.64,2.79,46.8,50.91,2.28,47.73,34.55,17.73
4675,1007,1322,38.03,21.25,10.03,16.19,1.59,0.89,3.48,53.98,42.31,3.71,46.78,37.42,15.8
4676,840,1538,27.62,32.38,14.29,6.31,2.02,0.71,3.1,62.78,35.32,1.9,52.28,32.41,15.32
4677,966,1728,36.75,26.71,12.63,5.69,2.17,0.72,2.9,53.55,44.15,2.3,54.19,31.66,14.15
4678,877,2342,22.01,30.33,13.23,8.55,1.71,0.8,3.88,63.94,30.98,5.08,51.68,33.17,15.14
4679,1148,1501,35.98,26.05,9.84,9.67,1.74,0.96,2.53,54.65,43.5,1.84,42.69,40.75,16.56
4680,886,1605,33.97,26.19,11.17,8.01,1.81,0.9,3.16,53.52,43.61,2.87,49.41,34.95,15.64
4681,1006,1397,47.32,24.45,12.03,5.67,2.09,1.09,1.99,46.91,51.41,1.68,46.28,29.11,24.61
4682,885,1205,32.2,24.07,11.19,6.1,1.92,0.9,2.94,53.08,42.68,4.23,47.56,36.39,16.05
4683,1061,2336,44.11,22.81,10.08,4.34,2.36,0.66,2.26,46.08,51.51,2.41,56.61,27.66,15.73
4684,750,1791,29.6,28.53,13.2,5.6,2.13,1.07,3.47,58.74,37.82,3.44,47.38,34.79,17.82
4685,1025,1788,37.27,29.76,12.29,7.71,2.05,0.98,2.54,55.17,41.32,3.51,48.88,33.74,17.38
4686,885,1608,31.41,28.93,12.88,5.2,1.69,0.56,2.82,56.92,39.08,4.0,48.39,35.76,15.85
4687,823,1764,32.56,26.12,12.15,5.83,1.82,0.61,3.4,54.89,41.85,3.26,48.07,33.76,18.17
4688,877,1456,35.46,24.52,10.72,9.46,1.94,0.91,2.85,53.51,43.7,2.78,51.68,33.17,15.14
4689,791,1682,31.86,27.69,12.39,6.57,2.28,0.88,4.05,57.2,40.38,2.42,51.68,32.75,15.57
4690,750,1334,29.33,28.27,13.33,7.87,2.0,0.93,3.47,58.77,38.09,3.14,49.65,33.1,17.26
4691,1909,3054,43.32,15.35,6.39,11.73,2.25,0.37,1.57,46.5,51.04,2.46,67.23,19.22,13.55
4692,843,1222,41.04,26.81,12.22,4.98,1.78,0.59,2.61,50.75,47.37,1.88,47.87,35.34,16.79
4693,910,1394,31.1,27.8,13.52,7.14,1.76,0.88,2.86,58.26,40.0,1.74,46.98,36.05,16.98
4694,1229,1401,47.11,20.5,9.11,5.45,2.28,0.65,2.69,43.88,53.72,2.4,52.21,27.3,20.49
4695,882,1828,32.99,29.48,13.15,5.22,1.7,0.91,2.83,57.42,40.67,1.91,50.36,33.13,16.51
4696,932,1998,36.59,29.18,12.45,4.94,1.72,0.75,3.43,54.35,43.84,1.81,51.75,32.54,15.71
4697,897,1683,31.77,29.88,14.05,6.02,2.34,0.89,2.9,58.8,39.2,2.01,51.12,34.95,13.93
4698,838,1967,28.4,33.65,13.25,4.53,1.67,0.95,2.63,59.9,35.99,4.11,47.17,37.74,15.09
4699,855,1379,38.95,24.91,12.75,5.15,2.22,0.58,3.27,51.17,45.87,2.96,52.26,31.33,16.4
4700,863,1623,31.17,25.38,12.05,8.46,1.97,0.81,3.36,55.68,40.07,4.24,50.55,31.46,17.99
4701,1345,1030,49.67,19.41,10.93,4.24,1.26,0.3,1.86,41.9,56.44,1.66,53.11,31.84,15.05
4702,1162,1514,42.43,23.67,10.33,6.2,1.81,0.6,2.24,48.04,49.23,2.73,51.76,34.87,13.37
4703,1075,1898,54.23,19.72,9.12,5.02,1.4,0.74,2.7,38.46,58.97,2.56,49.17,30.9,19.92
4704,934,1624,32.98,27.09,11.78,7.49,1.71,0.96,2.68,56.81,41.34,1.85,48.5,34.53,16.97
4705,1135,2100,40.79,25.9,11.81,5.64,1.32,0.7,2.56,50.51,47.53,1.95,57.43,30.56,12.0
4706,1111,2211,42.12,24.03,10.08,5.94,1.53,0.99,2.88,46.85,50.7,2.44,58.52,29.03,12.45
4707,1543,1011,52.82,14.52,8.88,8.55,1.04,0.65,1.69,38.83,59.88,1.29,45.95,36.01,18.04
4708,1128,1782,44.24,19.77,9.31,8.69,1.77,1.15,2.22,45.39,52.56,2.05,49.58,29.71,20.71
4709,1747,1730,55.29,12.54,6.98,8.82,1.6,0.4,1.49,34.34,60.92,4.74,55.97,26.22,17.81
4710,1630,2319,50.86,17.85,6.56,5.09,3.56,0.43,1.53,38.78,59.0,2.22,66.52,24.3,9.18
4711,1386,2511,32.03,21.5,8.87,12.05,1.8,1.08,1.95,53.28,41.63,5.09,42.96,41.84,15.19
4712,918,2198,29.41,27.67,12.31,7.19,1.63,0.98,3.49,58.2,38.68,3.12,50.63,33.79,15.59
4713,1396,1370,48.07,19.13,8.17,4.66,1.29,0.72,2.36,41.23,56.08,2.69,52.08,34.62,13.3
4714,1202,1497,40.68,23.54,12.15,4.16,1.75,0.67,1.83,49.1,48.92,1.97,61.16,25.09,13.75
4715,1492,2044,46.31,18.5,8.58,15.62,2.08,0.67,1.68,46.76,50.14,3.1,46.94,39.86,13.19
4716,1282,1747,35.26,20.9,10.14,8.19,2.73,0.7,2.57,51.89,44.91,3.2,63.93,23.61,12.46
4717,1433,1279,47.52,18.7,9.42,6.56,2.02,0.42,2.44,43.81,53.93,2.26,53.91,31.4,14.69
4718,981,1988,42.0,22.43,10.4,6.01,1.94,0.82,3.47,46.73,51.02,2.25,53.84,28.14,18.02
4719,947,1444,33.16,29.88,12.88,7.07,1.48,0.63,2.43,57.11,40.56,2.33,50.44,32.19,17.37
4720,773,1395,23.8,32.86,16.56,5.69,1.94,0.78,3.75,65.7,31.81,2.49,47.66,35.95,16.39
4721,812,1268,36.33,25.74,12.32,5.54,1.85,0.86,3.45,53.16,44.87,1.97,49.08,33.16,17.76
4722,1095,1439,36.62,25.3,10.87,5.48,1.64,0.82,2.47,52.38,45.2,2.42,52.4,32.21,15.38
4723,734,1435,32.02,29.43,13.76,6.4,2.18,0.68,3.0,56.62,41.05,2.33,49.27,32.99,17.73
4724,1321,1252,45.42,18.47,8.18,7.57,1.74,0.45,2.12,45.87,52.07,2.07,53.39,31.81,14.8
4725,1248,1629,48.72,21.88,9.62,3.45,2.08,0.72,1.76,42.02,55.88,2.1,60.7,26.17,13.13
4726,971,1324,31.51,26.26,13.7,7.52,1.65,0.82,2.68,57.71,40.09,2.2,45.89,37.46,16.65
4727,890,1610,33.93,29.44,12.58,5.62,2.36,0.79,2.81,56.96,40.92,2.12,52.94,32.59,14.47
4728,1529,2625,49.51,15.96,6.47,6.21,2.88,0.59,1.9,38.89,58.02,3.1,63.18,26.49,10.34
4729,2097,2926,40.53,22.7,10.54,8.58,1.96,0.76,2.38,49.87,48.18,1.95,47.73,34.34,17.94
4730,1038,761,43.74,21.48,10.79,5.88,2.02,0.96,2.79,46.74,51.02,2.24,53.91,30.36,15.74
4731,913,2321,31.98,28.7,13.47,5.7,1.64,0.77,3.18,56.37,40.21,3.42,53.95,31.63,14.42
4732,1359,1953,47.83,17.73,7.14,6.77,1.84,0.88,1.69,41.76,54.99,3.25,44.11,40.3,15.59
4733,1022,1576,36.5,25.83,11.84,5.68,1.86,0.78,3.13,53.04,44.8,2.16,50.05,33.74,16.21
4734,1345,2118,45.87,18.29,8.25,9.89,2.08,0.82,1.56,45.38,53.0,1.62,59.32,26.94,13.74
4735,986,1617,38.03,26.47,11.66,7.1,1.83,0.81,2.54,52.41,45.45,2.14,47.12,33.87,19.02
4736,854,1518,32.79,29.74,12.76,6.79,1.76,0.7,2.93,57.7,40.22,2.08,50.98,33.25,15.77
4737,1010,1533,43.96,21.98,9.7,5.84,1.58,0.79,3.47,45.67,51.62,2.71,42.47,39.59,17.94
4738,1042,1912,34.07,24.95,10.65,8.73,1.82,0.77,2.69,53.68,43.69,2.62,46.43,32.16,21.41
4739,787,1631,29.48,30.11,12.07,4.96,2.03,1.27,2.8,57.04,37.98,4.97,48.05,34.23,17.72
4740,1327,1484,43.03,17.33,7.99,10.32,2.11,0.38,2.64,45.95,52.06,1.98,61.97,24.72,13.31
4741,945,1821,35.03,28.89,12.49,5.93,2.01,0.74,2.43,55.54,42.11,2.35,51.89,33.18,14.92
4742,1291,2305,38.88,18.82,8.52,9.22,1.63,0.85,1.94,47.51,47.18,5.31,48.88,38.76,12.36
4743,1522,2122,47.37,17.81,8.21,8.28,2.37,0.72,1.58,43.37,54.72,1.92,56.34,33.97,9.69
4744,795,1753,24.78,31.82,14.34,6.29,1.76,0.75,3.27,62.75,34.55,2.7,48.79,34.58,16.62
4745,1118,2050,33.72,21.47,8.23,9.39,1.88,1.16,2.77,51.15,43.68,5.17,43.94,41.07,14.99
4746,1262,1466,46.28,19.57,8.4,5.78,2.3,0.63,2.46,43.54,54.99,1.47,54.58,31.83,13.58
4747,797,1142,24.72,31.24,13.55,6.9,2.38,0.63,2.76,64.7,33.15,2.15,50.4,36.06,13.54
4748,899,1412,28.92,24.36,10.79,10.23,2.0,0.67,2.78,57.01,39.16,3.83,47.83,37.72,14.45
4749,946,1536,35.73,24.1,10.57,8.99,1.59,1.06,2.64,53.15,44.38,2.47,49.16,36.65,14.19
4750,923,2109,26.87,28.06,12.68,8.23,1.63,0.76,3.36,60.05,36.1,3.86,46.1,39.11,14.79
4751,1009,2083,36.47,25.47,11.1,7.43,1.68,1.09,2.48,52.52,44.86,2.62,45.06,42.04,12.9
4752,924,2438,39.39,23.27,13.2,8.87,1.62,0.76,2.49,52.11,46.18,1.71,45.72,29.53,24.74
4753,1170,1093,40.77,24.96,10.68,7.18,1.2,0.85,2.65,51.16,46.96,1.88,52.9,32.38,14.72
4754,768,1443,32.03,27.6,12.89,6.12,2.08,0.65,2.73,55.31,42.07,2.62,50.07,33.84,16.09
4755,1247,1032,44.67,20.05,9.46,6.17,2.17,0.96,2.57,45.55,52.27,2.18,51.99,31.2,16.81
4756,1398,1405,45.28,20.74,9.37,6.65,1.79,0.64,1.57,45.38,52.05,2.58,54.63,33.11,12.26
4757,1215,2491,39.18,22.88,9.63,7.16,2.47,0.74,2.14,49.96,47.02,3.03,65.61,21.64,12.75
4758,1504,2718,49.07,17.89,6.58,4.72,3.79,0.6,2.46,40.17,57.57,2.27,60.18,29.64,10.18
4759,962,1864,28.17,25.88,12.06,7.59,1.46,0.62,2.91,56.98,38.14,4.88,50.99,35.24,13.77
4760,923,1892,36.08,24.05,11.27,8.02,2.06,1.08,2.82,53.22,44.6,2.18,48.56,33.98,17.45
4761,1111,1368,36.9,20.34,9.18,10.8,1.98,0.81,2.52,50.1,45.58,4.33,44.29,40.17,15.54
4762,879,1821,24.0,31.51,13.42,7.28,1.93,0.91,2.84,65.02,32.93,2.04,50.42,36.01,13.57
4763,1363,2257,44.61,18.27,7.63,12.62,1.25,0.66,1.76,46.38,51.94,1.68,50.3,30.05,19.65
4764,1135,1799,41.5,24.41,10.4,7.4,1.85,1.32,3.0,48.95,46.76,4.29,52.13,36.69,11.18
4765,832,1474,31.49,25.6,12.5,8.05,1.8,0.96,3.85,55.46,42.13,2.41,53.04,31.9,15.06
4766,974,2189,39.22,22.59,10.88,6.26,1.64,1.03,2.67,50.0,46.28,3.72,44.78,33.58,21.64
4767,1078,1708,40.07,20.32,9.46,9.83,1.67,0.74,4.08,50.29,47.65,2.05,46.63,34.34,19.02
4768,1277,1500,41.43,20.83,9.48,10.73,1.88,0.63,2.04,48.65,49.47,1.88,53.39,31.97,14.64
4769,1405,3121,42.42,20.07,8.54,8.04,2.28,0.78,3.2,47.23,50.7,2.07,60.57,29.03,10.39
4770,927,1580,29.02,24.27,11.76,10.68,1.94,0.65,2.37,58.11,39.5,2.4,49.03,36.41,14.56
4771,1087,1774,40.11,23.83,9.66,8.28,2.3,1.1,2.48,51.21,47.14,1.65,49.18,36.08,14.74
4772,900,1562,30.89,29.44,14.22,5.33,2.0,0.56,2.89,58.78,38.35,2.87,50.0,34.0,16.0
4773,1070,1717,36.17,24.49,11.68,7.48,1.59,0.47,2.62,52.73,44.49,2.78,46.96,32.84,20.2
4774,1570,2043,51.59,15.61,7.2,9.75,1.34,0.76,1.46,39.09,59.57,1.33,44.71,40.65,14.64
4775,995,2082,29.35,26.63,12.06,7.84,2.11,0.8,2.91,58.79,37.22,3.99,48.89,31.09,20.02
4776,1568,1955,41.26,22.58,6.95,11.22,1.79,0.7,1.66,49.33,48.0,2.66,32.92,47.67,19.41
4777,1336,1232,48.35,20.81,10.33,5.84,1.42,0.52,1.95,42.48,54.4,3.12,48.38,33.12,18.5
4778,1581,2060,43.2,17.84,7.84,9.17,1.52,0.89,1.9,43.0,51.83,5.16,58.67,26.76,14.57
4779,1001,1502,35.66,25.67,11.69,6.49,1.5,0.7,3.4,54.26,43.92,1.81,50.85,33.16,15.99
4780,1445,1716,43.25,15.64,7.54,10.59,2.42,0.48,1.94,43.78,52.49,3.73,62.89,24.19,12.92
4781,1007,1781,38.43,21.55,9.83,9.43,1.79,0.89,2.78,50.9,46.46,2.65,46.39,31.73,21.88
4782,1451,1910,40.94,19.09,8.48,13.51,1.31,0.96,2.0,49.21,49.21,1.58,41.76,42.61,15.63
4783,776,1741,27.45,28.22,12.5,7.09,2.45,1.03,3.35,59.36,36.31,4.33,42.88,40.0,17.12
4784,1517,1871,52.27,14.63,6.79,7.78,1.91,0.86,1.71,37.42,60.25,2.33,44.76,42.59,12.65
4785,1029,1429,34.31,21.67,10.01,13.99,1.65,0.68,2.62,55.01,42.33,2.66,47.76,38.21,14.02
4786,772,1734,29.79,27.98,12.82,5.7,1.81,1.04,3.76,57.5,38.15,4.35,48.83,33.06,18.11
4787,767,1736,36.38,28.68,12.52,4.95,1.96,0.78,3.39,54.6,43.35,2.06,46.91,34.71,18.38
4788,1122,1010,37.08,26.2,11.41,5.44,1.87,0.62,2.05,53.21,44.9,1.89,49.86,37.06,13.08
4789,1339,2254,49.29,17.63,7.99,10.9,2.69,2.54,1.79,43.61,53.86,2.52,43.73,40.22,16.06
4790,1202,1789,44.84,22.63,9.82,4.83,1.83,1.0,2.16,45.41,51.88,2.71,50.48,33.36,16.16
4791,1220,1962,37.79,24.1,10.33,8.28,1.39,0.66,1.8,50.48,45.22,4.29,47.95,39.42,12.63
4792,834,1294,31.65,29.98,13.91,5.04,2.04,1.08,3.12,59.24,38.47,2.29,49.3,33.67,17.03
4793,1117,1727,37.69,20.86,9.31,9.85,1.79,0.45,2.06,49.39,47.59,3.02,49.21,34.45,16.34
4794,1988,3945,43.16,17.3,5.53,9.41,1.86,0.86,1.66,44.34,50.98,4.68,57.65,32.65,9.7
4795,975,1401,38.05,26.56,11.59,4.82,1.74,0.62,2.87,51.57,46.25,2.17,53.03,34.85,12.12
4796,1166,2323,47.68,19.13,8.58,6.17,2.14,0.94,2.23,41.44,56.13,2.43,55.01,31.57,13.42
4797,1004,2468,29.48,26.79,11.65,8.47,1.59,0.8,3.49,56.44,39.16,4.4,51.52,33.54,14.94
4798,1023,1613,35.87,24.54,10.56,9.68,2.05,0.98,2.35,53.11,43.67,3.22,52.62,32.79,14.59
4799,930,2153,35.16,23.44,12.47,5.81,1.61,0.86,3.12,53.16,44.76,2.07,50.63,31.84,17.53
4800,1557,2926,41.62,18.5,7.51,7.84,3.21,0.96,1.99,47.06,50.27,2.67,55.56,27.45,17.0
4801,2164,1803,61.46,13.12,5.78,6.52,1.52,0.6,1.02,32.06,66.41,1.52,70.16,20.26,9.58
4802,1139,1905,32.31,25.37,10.36,10.36,1.4,0.7,2.81,57.25,39.85,2.9,48.08,39.05,12.86
4803,903,1780,32.67,25.47,11.07,7.64,1.88,1.11,4.1,55.97,41.45,2.58,48.01,34.11,17.87
4804,998,2219,38.78,22.95,10.32,7.72,1.7,0.8,3.71,51.68,46.64,1.68,49.84,34.0,16.16
4805,1302,1503,45.62,19.89,9.22,6.99,1.61,0.84,1.92,44.84,53.37,1.79,57.41,31.01,11.58
4806,1073,1622,42.22,24.04,11.18,10.07,1.96,0.56,2.98,50.94,46.31,2.76,49.07,36.59,14.34
4807,1260,1499,39.76,22.54,9.13,6.35,2.22,0.63,1.83,47.64,48.65,3.72,50.12,37.34,12.53
4808,1132,1719,39.66,22.17,9.54,6.54,2.3,0.8,2.03,47.81,48.76,3.42,53.51,32.15,14.34
4809,1966,2813,57.88,14.34,7.27,10.07,1.27,0.51,1.17,35.31,62.32,2.37,34.05,53.96,11.99
4810,1189,2695,41.72,23.3,10.34,4.12,3.03,0.67,1.77,48.5,49.82,1.68,64.05,23.52,12.42
4811,1131,1287,38.9,19.72,9.55,11.49,1.33,0.53,2.3,49.72,47.93,2.35,43.19,38.62,18.19
4812,1015,1933,34.78,26.8,11.33,7.29,2.17,0.49,1.97,54.47,43.14,2.39,39.98,45.76,14.26
4813,1080,1410,39.17,25.0,12.22,6.39,1.57,0.65,3.15,51.91,46.22,1.86,52.69,31.57,15.74
4814,974,1802,36.24,23.1,10.16,6.16,2.87,1.13,3.29,51.3,45.77,2.93,54.3,29.89,15.81
4815,1038,1484,40.46,24.95,11.95,10.69,1.64,0.77,2.6,52.71,44.43,2.86,49.75,35.16,15.1
4816,851,1696,27.38,30.79,13.75,6.46,1.76,0.71,3.41,61.89,36.11,1.99,51.3,34.29,14.41
4817,1109,1603,36.34,23.99,10.46,6.04,2.43,0.72,1.98,50.48,45.27,4.25,54.29,34.21,11.5
4818,1338,2600,45.59,21.15,7.55,6.73,1.79,1.64,1.72,43.69,54.22,2.09,41.44,39.35,19.21
4819,1293,1336,48.34,17.94,9.36,6.5,1.78,0.62,1.78,40.79,57.08,2.13,50.04,34.91,15.05
4820,2019,3034,40.91,16.39,6.04,8.32,2.28,0.64,1.24,44.66,50.79,4.55,66.28,26.7,7.02
4821,1228,2922,36.4,20.44,8.31,10.1,2.36,0.9,2.28,50.09,46.85,3.07,47.94,36.5,15.56
4822,822,1353,36.5,26.89,12.17,9.0,2.31,0.97,3.04,54.55,41.63,3.82,53.92,30.55,15.54
4823,1315,2056,43.95,18.33,7.76,8.52,1.52,0.68,2.05,45.27,51.66,3.07,45.35,41.01,13.64
4824,977,1940,36.44,23.03,9.83,6.35,2.87,0.72,3.48,52.78,45.09,2.14,62.5,25.96,11.54
4825,1152,1725,45.83,19.88,8.77,6.68,2.17,1.13,2.17,43.09,54.25,2.65,56.31,31.34,12.35
4826,1305,1247,45.52,17.47,10.34,6.74,2.68,0.46,3.07,43.89,53.5,2.61,59.35,26.23,14.41
4827,882,1693,36.17,25.62,11.22,5.44,2.38,0.79,2.95,50.73,46.13,3.15,45.76,34.77,19.47
4828,865,1768,30.29,26.01,11.68,7.28,1.97,1.27,2.54,57.55,39.33,3.12,43.5,38.6,17.89
4829,825,1487,37.09,31.76,13.7,5.58,2.55,0.61,3.03,56.21,41.74,2.05,55.83,31.24,12.93
4830,1289,2821,40.96,21.64,9.62,6.83,2.48,0.85,2.17,47.67,49.3,3.03,56.67,30.32,13.02
4831,996,1484,31.02,31.73,13.25,8.94,1.91,0.6,2.01,60.42,37.99,1.59,51.53,32.91,15.56
4832,2175,3694,41.24,24.83,11.31,6.48,2.21,0.87,2.39,49.9,48.46,1.64,48.43,33.98,17.59
4833,1653,1927,49.3,19.72,7.62,4.6,1.88,0.6,2.12,41.97,55.37,2.67,64.77,24.42,10.81
4834,771,1029,26.2,32.81,14.79,5.19,1.95,0.65,3.24,64.65,33.01,2.34,47.33,35.25,17.42
4835,1066,993,40.15,23.92,10.98,4.22,1.5,0.94,3.0,47.58,47.18,5.24,54.0,29.04,16.96
4836,1831,4128,35.34,24.3,12.94,6.39,1.42,0.98,3.5,53.36,43.64,3.0,39.31,38.39,22.3
4837,947,1598,28.51,25.24,10.56,13.41,1.8,0.74,3.59,60.4,36.6,3.0,50.44,33.81,15.75
4838,925,1241,39.68,24.97,10.38,5.95,2.05,0.86,2.38,50.92,47.36,1.72,53.62,31.11,15.27
4839,998,988,43.39,22.85,12.63,7.41,2.4,0.7,2.3,48.91,48.91,2.17,52.49,28.09,19.41
4840,1303,1428,46.89,22.18,9.21,9.13,1.69,0.77,2.46,45.5,51.55,2.95,57.89,28.34,13.77
4841,936,1462,35.58,22.76,11.0,10.58,1.6,0.85,3.42,54.04,44.04,1.91,56.4,28.76,14.83
4842,1035,970,45.31,23.0,12.37,7.92,1.35,0.68,2.22,47.89,49.64,2.47,44.6,32.69,22.71
4843,1684,2512,41.69,19.42,5.46,11.1,2.38,1.07,1.78,46.7,50.53,2.78,56.95,33.6,9.45
4844,1293,1929,41.76,22.35,8.74,6.88,2.32,0.54,1.7,48.08,49.55,2.37,61.56,28.01,10.43
4845,840,1825,37.5,26.67,11.9,5.12,1.79,0.95,2.98,52.8,44.91,2.29,49.11,35.41,15.48
4846,1090,1656,51.47,20.64,10.0,4.95,2.11,0.83,2.94,40.58,55.94,3.48,44.11,37.93,17.97
4847,1578,2231,41.63,19.9,8.11,8.68,2.41,0.95,1.77,46.84,49.83,3.33,55.81,32.83,11.36
4848,1612,1142,55.02,15.26,7.69,6.02,1.74,1.05,2.17,36.65,61.14,2.21,50.74,28.34,20.92
4849,1055,1552,35.64,20.38,10.81,9.76,1.71,0.66,2.18,50.35,45.59,4.05,47.03,36.73,16.24
4850,1192,1291,37.58,18.04,9.31,16.11,1.59,0.84,2.43,53.45,44.52,2.03,43.05,38.47,18.49
4851,975,1637,28.31,26.67,12.72,7.79,2.05,0.82,2.36,59.06,37.32,3.62,44.82,38.77,16.41
4852,1977,1409,65.2,15.43,6.88,5.82,1.47,0.71,1.06,30.54,68.37,1.09,64.35,23.8,11.85
4853,895,1876,29.27,29.39,13.3,6.15,2.46,0.67,2.91,59.18,38.47,2.35,56.24,29.88,13.88
4854,985,1806,42.34,22.74,10.86,5.38,2.64,0.51,2.64,48.99,48.88,2.13,55.04,28.42,16.54
4855,927,2270,32.47,23.19,10.79,10.57,1.83,0.86,3.02,54.64,42.15,3.21,45.06,37.57,17.37
4856,1218,1974,45.4,21.18,9.93,5.67,1.89,0.9,2.3,45.42,52.16,2.42,50.34,33.62,16.04
4857,684,1244,26.61,30.99,14.62,5.56,2.05,0.73,3.36,61.97,35.84,2.19,48.51,35.84,15.65
4858,1451,1978,44.59,19.71,8.27,6.62,1.86,0.55,2.41,43.6,53.09,3.31,62.4,27.97,9.63
4859,952,1970,52.94,22.48,9.98,4.73,1.58,0.53,2.63,40.99,56.92,2.09,49.89,31.51,18.6
4860,986,2068,33.57,26.88,11.66,8.52,1.62,1.32,3.45,55.99,41.42,2.59,44.58,36.73,18.69
4861,904,1458,31.42,29.54,12.94,7.41,1.55,0.77,2.88,58.03,39.62,2.34,52.21,32.75,15.03
4862,831,1648,29.6,30.81,14.08,4.93,2.05,0.84,3.73,60.89,37.07,2.04,54.39,30.57,15.03
4863,827,1598,37.0,27.21,11.85,4.84,2.06,0.73,2.42,52.43,45.4,2.17,45.86,35.29,18.85
4864,964,1282,40.04,25.93,10.89,7.47,1.45,0.62,3.01,50.38,47.44,2.18,53.64,31.38,14.98
4865,974,1834,39.22,22.79,10.68,6.26,1.64,0.92,2.67,49.56,47.47,2.97,50.65,32.24,17.1
4866,1321,2167,35.5,19.76,9.84,18.77,1.21,0.53,1.74,55.04,42.73,2.22,39.69,43.53,16.78
4867,1201,1560,30.81,21.57,9.74,16.07,1.33,0.67,2.58,56.63,39.34,4.03,41.21,40.09,18.7
4868,1905,1574,64.88,15.59,7.66,4.04,1.15,0.89,1.57,30.76,68.21,1.03,48.48,31.9,19.62
4869,1401,2545,39.47,22.84,9.28,11.56,2.14,0.93,1.86,52.23,45.83,1.93,51.19,36.35,12.46
4870,1010,2054,34.06,26.93,12.28,6.53,1.98,1.09,2.57,56.13,41.99,1.88,48.9,36.05,15.05
4871,1025,1488,36.2,29.07,12.29,5.46,1.95,0.39,3.61,55.41,43.25,1.34,53.24,30.38,16.37
4872,1498,3044,53.54,17.69,8.81,8.41,1.87,0.93,1.6,39.3,57.82,2.88,52.31,36.44,11.25
4873,982,2029,33.91,27.09,12.02,9.16,1.63,0.71,3.26,56.82,41.46,1.72,48.87,35.55,15.57
4874,883,1989,33.64,27.29,11.1,8.38,1.59,0.79,2.94,55.5,41.39,3.11,51.06,35.34,13.59
4875,1444,1899,48.75,19.74,8.24,5.96,1.73,1.04,1.52,43.26,55.23,1.51,48.67,36.81,14.52
4876,1011,1641,46.88,23.05,10.29,5.14,1.88,0.69,2.37,45.11,53.22,1.66,51.76,32.26,15.98
4877,1137,1990,38.79,21.37,9.15,7.92,2.02,0.88,2.29,50.28,47.4,2.32,50.09,34.56,15.35
