,player,correct,maxindex,navigate_click,person_click,cutscene_click,object_click,map_click,observation_click,notification_click,tiempo_total,basic,undefined,close,13-22,5-12,0-4
6703,21050311434350256,12,909,310,248,114,53,14,9,22,1194,484,364,15,458,279,126
6704,21050311485820964,14,1120,327,244,93,194,20,9,31,1675,602,393,52,443,493,144
6705,21050311542666040,14,1275,624,243,104,121,15,10,28,1836,522,677,24,593,404,231
6706,21050312001474890,11,1074,439,228,98,105,24,9,29,1994,511,508,19,473,395,171
6707,21050312093279560,17,960,334,221,100,54,18,8,26,2401,427,382,43,434,254,228
6708,21050312261464030,16,1194,688,218,96,65,28,11,25,1302,404,706,28,694,287,161
6709,21050313041338828,11,2199,1498,338,147,54,29,7,21,934,566,1514,38,1302,589,246
6710,21050313072001624,16,955,296,252,118,71,20,7,26,1874,495,351,40,475,303,130
6711,21050313073589920,12,1406,579,276,114,255,19,11,25,1531,680,595,57,567,498,303
6712,21050313143133332,17,716,208,220,91,55,14,10,28,1777,401,253,20,321,236,119
6713,21050313152157960,16,988,364,263,116,60,18,5,28,1578,498,422,17,441,301,195
6714,21050313192228864,18,965,403,258,118,43,14,9,22,1438,461,445,14,522,277,121
6715,21050313214154436,5,1291,498,239,102,202,26,10,25,1356,615,563,48,694,384,174
6716,21050313344628450,13,1370,664,228,103,129,28,18,27,2621,552,733,29,564,536,225
6717,21050313440899892,11,1358,627,277,133,83,16,7,26,1943,573,687,32,718,419,166
6718,21050313475227540,14,1092,390,289,127,103,16,10,28,1517,572,450,15,489,367,181
6719,21050313503044910,11,1265,607,287,119,62,19,7,26,1780,548,658,19,657,358,210
6720,21050314080040530,10,1420,716,236,100,81,36,14,24,2428,525,803,30,789,422,165
6721,21050314113258230,8,2046,1196,317,118,125,34,11,23,1943,651,1278,45,1214,632,156
6722,21050314122411030,6,1716,847,308,129,189,24,7,25,1501,708,931,19,858,583,220
6723,21050314261588052,7,2842,991,598,257,342,62,16,82,3947,1423,1141,101,1577,807,324
6724,21050314322208584,18,950,364,269,127,68,25,7,23,1336,486,385,17,485,266,140
6725,21050314353185296,13,1022,393,274,122,50,15,7,26,1467,496,448,19,519,310,137
6726,21050314461002530,15,1041,456,238,108,70,20,6,31,1228,470,502,18,547,290,154
6727,21050314511084420,6,1623,831,269,101,163,29,10,25,2831,608,929,34,728,654,198
6728,21050314540758284,10,1096,375,263,121,117,19,9,26,2112,575,445,22,485,356,206
6729,21050315133487116,11,1127,321,216,105,156,21,12,22,2179,567,397,68,488,461,134
6730,21050315265847590,11,1037,436,223,98,78,16,7,22,1966,466,506,15,495,337,155
6731,21050315295171390,14,913,375,231,102,45,15,7,29,1508,430,422,17,417,298,157
6732,21050315373201170,15,901,347,231,106,59,20,9,23,2381,441,401,16,439,297,122
6733,21050315415725524,11,1638,775,305,120,95,33,16,30,1814,657,850,45,713,527,346
6734,21050315474155350,14,799,271,210,101,47,14,5,25,1793,411,312,20,385,251,113
6735,21050316075738252,16,1109,370,268,122,131,19,9,32,1386,585,435,26,480,359,213
6736,21050316150157176,9,1150,459,272,120,74,20,10,25,1447,529,542,22,548,363,185
6737,21050317094444308,13,1154,530,286,140,62,23,4,41,1277,524,547,20,579,341,173
6738,21050317230871930,9,1550,804,327,142,105,19,9,44,2039,617,819,34,754,547,187
6739,21050317331170120,17,980,301,263,119,124,17,6,22,1630,558,352,18,518,284,127
6740,21050317394483692,18,1775,916,251,113,214,34,20,20,1497,686,1006,26,579,861,285
6741,21050317594757144,13,1008,355,223,112,126,17,6,29,1513,495,371,55,449,345,163
6742,21050318023521770,16,861,273,219,104,65,16,5,22,2028,449,323,29,425,262,128
6743,21050318421648070,13,935,337,225,114,45,15,11,27,1297,446,389,34,452,287,151
6744,21050319063148268,8,1198,451,240,103,99,29,10,32,1984,549,537,43,643,352,157
6745,21050319071089264,15,1029,368,277,141,58,15,5,32,1384,536,419,19,436,338,202
6746,21050319191725376,12,1046,321,271,142,74,16,13,25,1657,578,375,22,480,335,163
6747,21050320292148652,12,936,313,270,136,51,14,6,26,1124,511,360,17,418,313,159
6748,21050320520500184,16,1183,582,268,120,61,18,5,32,1510,473,598,41,584,354,196
6749,21050320563209610,12,847,303,215,100,49,17,4,26,1611,422,359,18,423,249,129
6750,21050321282921496,14,1755,845,269,131,170,20,10,30,1641,684,929,53,869,676,157
6751,21050321415432736,11,1607,821,222,108,198,17,16,28,2490,604,910,34,673,621,265
6752,21050321565288948,13,804,265,262,119,56,15,6,29,1566,461,279,20,407,240,118
6753,21050406571461890,13,1069,488,231,103,130,17,6,33,1632,490,504,26,516,360,153
6754,21050408201305028,15,817,236,222,100,89,15,7,22,1848,454,296,20,371,298,105
6755,21050408260832344,10,1000,361,233,105,82,16,6,25,1139,498,421,24,493,304,153
6756,21050408261379076,11,1348,676,261,119,118,24,6,26,2027,536,696,40,722,402,183
6757,21050408265920012,4,1685,722,266,115,364,25,7,26,3495,787,740,63,998,492,159
6758,21050408270057710,12,1357,559,304,121,173,27,6,30,3550,647,575,56,697,482,143
6759,21050408390942000,10,1452,661,288,121,161,20,12,25,1931,637,739,19,713,440,245
6760,21050408575234372,14,1236,476,218,99,80,24,13,31,2200,561,556,46,583,382,225
6761,21050409013717516,12,956,298,248,114,66,17,9,32,2027,503,365,24,413,258,222
6762,21050409014284490,14,1069,426,279,114,61,17,8,26,1440,517,485,22,503,349,177
6763,21050409115243736,11,833,252,228,113,48,21,7,29,1453,437,295,22,344,241,170
6764,21050409221075530,15,1575,918,274,122,53,24,12,25,1539,534,973,22,796,513,220
6765,21050409262684796,13,1144,476,265,108,69,15,9,29,917,526,536,21,586,330,172
6766,21050409284911650,12,822,339,226,90,40,15,7,23,1750,400,374,15,427,252,110
6767,21050409313293156,18,990,348,252,120,41,15,7,30,852,468,385,55,496,276,177
6768,21050409462135136,16,1073,431,263,132,61,17,8,25,1479,519,485,16,607,277,136
6769,21050409490209870,12,961,388,229,121,40,21,7,29,968,443,426,21,414,310,170
6770,21050409545963210,13,1905,1126,240,107,100,32,17,31,2581,584,1201,47,1027,459,370
6771,21050409574775200,12,972,333,268,119,49,26,8,25,1943,507,382,24,507,291,124
6772,21050410040865740,17,788,261,234,98,43,17,7,25,1257,423,305,15,362,261,120
6773,21050410043712136,12,1547,937,232,126,131,18,7,29,1206,513,953,18,747,519,219
6774,21050410064739076,15,1096,413,273,122,62,16,5,34,1127,526,464,21,513,351,153
6775,21050410085134250,13,881,347,207,101,52,18,8,23,1394,409,410,17,382,301,153
6776,21050410091456540,13,1279,657,236,109,102,18,13,26,1766,475,674,33,564,354,286
6777,21050410250993960,12,1308,445,323,113,185,21,11,29,2193,702,533,19,488,592,175
6778,21050410254127950,15,955,383,278,110,48,19,6,25,2007,468,420,25,557,254,107
6779,21050410324781024,13,1314,591,247,102,110,31,10,25,1816,575,662,24,714,393,155
6780,21050410351574612,5,1318,537,221,108,255,24,16,22,2414,621,557,56,568,471,232
6781,21050410414552132,13,842,231,252,123,40,19,7,21,2425,465,291,27,373,309,114
6782,21050410434308160,17,1125,423,223,102,93,17,7,40,1928,519,506,33,606,300,168
6783,21050411033210710,12,1179,473,234,104,103,22,8,29,2133,510,536,44,535,379,202
6784,21050411253527536,12,1216,558,277,136,102,28,9,30,1018,540,583,30,652,339,174
6785,21050411314375350,7,1558,728,339,145,112,30,11,38,1937,683,797,19,889,392,218
6786,21050411342474416,14,1259,691,233,121,93,18,6,29,1025,472,706,23,617,355,234
6787,21050411361324240,8,1086,473,245,99,70,31,6,28,1450,479,534,22,586,280,171
6788,21050411433754840,4,1481,499,284,125,379,34,7,23,2459,813,527,58,538,582,316
6789,21050411442529516,9,1021,353,237,103,91,17,12,26,2317,501,438,32,474,337,172
6790,21050411474772668,6,2088,1125,303,102,211,49,18,27,2918,741,1208,54,1244,586,210
6791,21050411552845440,15,1496,769,215,116,147,17,12,28,1341,561,825,30,615,490,328
6792,21050411575922260,10,1495,892,254,128,84,24,5,39,795,505,908,21,677,527,236
6793,21050412091148164,12,1138,503,227,105,80,15,7,31,1764,480,560,30,613,306,174
6794,21050412125603824,9,914,303,265,117,46,21,9,25,1499,499,351,19,433,301,136
6795,21050412183338410,12,857,271,258,114,45,18,7,28,1917,463,317,24,445,258,109
6796,21050412441283012,11,923,305,282,112,66,16,5,31,1620,512,343,20,452,290,135
6797,21050412511305468,11,2031,1217,304,124,104,24,25,41,2571,652,1283,33,1280,506,194
6798,21050412545021104,14,956,385,214,101,58,15,9,30,1675,442,445,16,459,288,156
6799,21050413082616270,13,1046,406,264,117,70,16,8,22,1867,500,456,32,534,333,135
6800,21050413103059068,12,995,378,248,112,84,17,5,28,1265,492,438,18,476,333,139
6801,21050413192842004,12,955,392,222,112,96,17,10,30,1105,457,408,29,485,273,145
6802,21050413225607864,15,1146,443,294,113,59,17,11,27,3247,572,501,21,612,350,136
6803,21050413244153136,11,1314,520,268,111,125,22,8,27,2632,586,589,58,668,457,147
6804,21050413244954796,13,1129,432,265,112,74,22,12,25,2279,543,491,36,408,522,160
6805,21050413245547920,5,1594,646,291,118,100,42,16,30,2701,711,736,57,925,461,159
6806,21050413252582210,14,1271,383,322,118,185,16,11,21,2788,675,459,55,519,560,152
6807,21050413253337156,12,1407,607,311,115,90,25,10,23,2708,593,664,64,689,524,157
6808,21050413255718204,10,1107,424,275,115,94,22,7,23,1772,559,478,24,421,446,200
6809,21050413353602344,11,884,317,221,108,66,14,6,22,1584,451,375,15,433,263,145
6810,21050413354314124,15,1573,711,304,131,182,30,9,35,2070,712,778,20,793,518,204
6811,21050413434816804,14,919,315,211,94,77,16,6,25,2708,460,381,23,419,299,167
6812,21050413511445930,10,942,323,269,113,48,21,6,23,2091,498,380,21,451,333,121
6813,21050413542173336,14,824,274,217,96,65,17,5,28,1379,432,329,17,374,285,120
6814,21050414043203610,15,1128,516,260,129,42,18,8,29,2027,492,565,18,506,333,238
6815,21050414112747536,15,915,295,225,95,130,15,7,28,1613,503,339,22,431,281,163
6816,21050414190601572,14,1066,426,274,127,64,16,11,32,1207,516,473,22,484,310,222
6817,21050414471187064,8,1681,777,345,112,129,45,11,20,1990,733,861,22,1009,470,140
6818,21050414563204360,15,1372,516,245,104,243,23,16,31,2943,690,587,34,612,515,203
6819,21050414583087656,12,1356,580,304,124,138,21,9,23,1744,642,634,30,780,379,154
6820,21050415045424500,11,898,298,235,91,82,14,6,37,2007,461,356,32,453,287,121
6821,21050415151497550,10,926,312,217,99,111,17,10,26,1515,482,384,21,402,349,139
6822,21050415294072696,16,955,390,222,93,45,24,14,27,1299,448,449,22,479,294,149
6823,21050416074954236,12,1250,507,319,117,122,20,7,20,1578,611,573,18,561,496,152
6824,21050416100501220,13,950,315,265,115,50,16,10,25,1488,489,358,30,442,302,148
6825,21050416553645880,10,1173,476,282,108,78,16,8,23,2425,552,534,33,705,305,126
6826,21050417022184812,8,1054,407,269,97,139,25,11,26,1950,531,423,44,533,365,120
6827,21050417264528630,14,1467,662,268,122,133,18,12,28,1796,600,740,49,752,449,218
6828,21050417591752260,10,1161,421,260,103,101,32,8,23,1851,555,488,47,632,353,134
6829,21050418324251956,12,1083,531,228,105,46,14,11,26,1662,431,579,13,585,283,155
6830,21050419055381970,5,1733,852,366,123,111,38,12,23,2712,705,918,32,849,521,299
6831,21050419363107760,15,702,207,210,100,38,16,4,20,1005,391,249,15,322,228,107
6832,21050420435082484,13,1491,786,240,151,75,21,7,30,977,530,848,26,650,486,277
6833,21050501182323024,8,1869,1043,240,93,118,42,18,37,2321,629,1147,42,985,636,212
6834,21050506430435492,17,1070,474,260,125,65,27,12,24,1220,482,489,32,571,319,124
6835,21050507203212304,15,952,353,256,121,84,18,5,32,1131,488,369,28,484,284,127
6836,21050507475032948,16,995,333,263,119,114,18,8,25,1468,543,382,20,505,314,126
6837,21050507483118150,16,1018,432,223,99,79,23,9,28,2001,469,483,18,495,346,130
6838,21050507563443000,15,907,266,262,118,68,15,12,34,2391,510,322,25,493,254,113
6839,21050507563933468,16,1095,487,277,118,44,16,10,25,1682,490,532,18,510,347,183
6840,21050507565768010,14,1108,463,260,106,100,18,8,27,1597,524,516,19,532,345,183
6841,21050508022859444,14,928,298,264,110,64,16,11,22,2617,485,361,27,491,267,126
6842,21050508083415796,11,1992,853,254,103,337,31,23,29,3497,822,973,87,746,834,366
6843,21050508204362176,16,1185,527,218,113,97,20,12,39,1618,513,596,21,645,315,171
6844,21050508281597224,12,1221,460,267,124,101,27,10,29,2617,598,540,28,652,354,173
6845,21050508282908120,12,903,322,217,98,64,19,15,29,2467,441,374,31,374,288,196
6846,21050508313171470,8,1643,778,239,102,240,31,10,24,2551,694,852,36,856,570,175
6847,21050508440866200,12,1109,437,245,96,154,28,8,23,1628,521,462,49,523,422,125
6848,21050508494325696,12,796,275,228,102,46,15,5,25,935,421,314,15,384,244,122
6849,21050508564312810,8,3670,2555,344,157,285,47,11,26,2543,966,2616,32,2831,544,243
6850,21050508583775644,13,1116,463,219,101,71,21,7,29,1585,472,529,45,499,396,178
6851,21050508592606016,10,834,247,228,98,88,18,5,23,2384,473,301,17,393,285,114
6852,21050509032600296,15,951,304,263,121,79,16,8,23,1871,516,352,25,404,362,135
6853,21050509074955628,12,1382,571,263,115,198,21,14,24,3138,638,643,37,585,557,198
6854,21050509090975224,13,1177,395,242,105,220,18,6,39,2072,621,479,21,478,524,124
6855,21050509102540708,11,1513,688,268,102,151,33,15,33,3299,608,774,50,613,673,178
6856,21050509104593910,13,1337,528,281,134,111,20,12,37,2448,635,601,35,629,471,189
6857,21050509150385356,16,925,333,213,104,69,17,5,26,1687,428,387,35,449,298,128
6858,21050509230992144,14,1013,312,270,119,85,23,11,29,3003,545,380,28,375,416,170
6859,21050509231662860,11,959,345,235,101,57,18,6,23,1283,446,395,44,449,323,142
6860,21050509260451810,11,1103,419,237,102,130,17,6,23,2245,552,487,19,470,446,149
6861,21050509311056028,13,934,273,225,101,79,19,9,32,2291,505,352,24,411,333,147
6862,21050509311674576,9,1271,538,225,101,175,26,9,23,1941,593,609,23,476,597,154
6863,21050509330760910,14,1441,627,274,121,143,19,14,21,2225,622,696,45,642,547,202
6864,21050509362502270,14,905,295,257,116,50,15,6,24,1428,482,361,15,433,309,117
6865,21050509381500840,8,947,344,224,95,56,23,6,32,2195,478,408,23,553,253,104
6866,21050509394336680,15,1911,1076,234,99,199,30,25,35,2548,594,1093,104,754,658,457
6867,21050509394884440,10,1255,520,227,102,105,23,7,22,2424,536,592,50,527,542,143
6868,21050509440780496,18,1061,505,214,100,48,17,7,32,1169,440,552,23,543,293,187
6869,21050509452580330,15,849,263,264,112,45,15,8,26,2165,459,304,32,380,304,129
6870,21050509462073960,17,943,267,230,103,58,18,9,28,1988,490,322,52,391,366,142
6871,21050509470809810,15,981,380,223,116,85,19,7,25,1624,487,432,17,456,312,169
6872,21050509472800696,17,921,325,267,121,50,18,8,23,1716,483,368,18,432,282,157
6873,21050509502462380,16,888,278,223,102,62,18,9,32,1435,469,342,22,387,303,148
6874,21050509511503290,16,1672,985,245,113,98,25,11,27,1891,534,1057,25,954,412,259
6875,21050509544608770,9,1669,699,285,161,237,21,13,25,2160,776,779,22,700,653,226
6876,21050509571810988,15,900,256,256,115,79,16,7,25,1585,506,319,19,411,298,141
6877,21050510014406544,14,806,267,214,98,55,18,11,32,1722,414,317,27,396,238,129
6878,21050510040874584,14,914,246,258,115,73,23,9,25,2563,523,311,21,455,279,135
6879,21050510043397930,15,1080,435,246,117,69,21,7,20,825,491,495,32,533,331,165
6880,21050510045159304,15,818,232,256,115,45,17,7,25,1145,476,280,16,392,272,108
6881,21050510085176896,15,1124,385,267,118,104,18,12,28,2025,576,455,30,498,382,193
6882,21050510085725550,15,1080,356,260,124,124,15,7,25,1958,563,408,41,537,333,166
6883,21050510091879400,14,1238,596,239,100,108,17,13,24,1622,505,654,27,643,396,156
6884,21050510162010536,17,800,218,255,123,39,16,5,26,1181,465,266,16,376,246,126
6885,21050510191072210,13,970,390,221,102,60,22,7,27,1706,451,443,19,428,354,133
6886,21050510211930012,15,925,342,234,97,78,16,11,28,1707,464,390,18,419,315,139
6887,21050510223644550,12,1517,630,235,105,280,24,14,29,1900,703,702,40,711,482,279
6888,21050510251199776,10,1397,660,282,129,113,21,11,23,2043,591,724,26,615,520,209
6889,21050510252246540,8,1026,350,224,105,118,17,8,29,1876,511,421,31,454,359,163
6890,21050510254628010,13,1207,457,280,130,100,20,7,29,1425,597,512,28,505,442,201
6891,21050510265462076,12,1003,450,211,103,56,18,10,25,1743,431,503,21,546,257,156
6892,21050510304928508,14,1378,550,260,114,341,15,9,25,1379,728,564,28,760,313,249
6893,21050510310203900,14,902,337,223,98,69,18,7,26,1333,436,393,24,486,227,144
6894,21050510324885096,10,1160,558,233,101,92,20,4,21,1656,488,615,17,555,378,190
6895,21050510362144716,15,1086,409,295,115,46,26,10,23,1837,525,465,31,519,392,128
6896,21050510425033280,13,1531,597,279,112,251,41,10,25,2350,747,706,27,730,601,151
6897,21050510431667676,12,847,287,255,121,78,20,6,29,1344,476,304,20,391,277,133
6898,21050510443260830,15,1380,605,279,124,148,25,11,25,1464,632,666,21,548,573,201
6899,21050510465252870,16,807,225,270,110,63,14,11,23,2208,492,265,15,369,299,104
6900,21050510474761104,12,902,375,218,105,37,16,5,21,1479,422,421,15,408,286,165
6901,21050510480335588,10,941,276,269,121,66,19,6,26,1650,517,344,26,404,348,143
6902,21050510533248520,11,1727,826,313,121,174,29,14,35,2154,720,895,47,690,613,380
6903,21050510541159600,14,1024,428,212,106,66,26,11,25,1653,463,495,19,489,324,164
6904,21050510571001092,14,870,255,255,121,40,14,6,26,1283,466,300,36,417,253,152
6905,21050510582957130,14,1028,365,270,118,71,27,12,31,1625,534,422,18,584,262,128
6906,21050510585129960,13,1121,419,267,119,81,19,17,35,1930,541,496,25,562,355,154
6907,21050511020484108,15,1065,337,251,121,130,21,10,29,1846,565,420,27,516,347,156
6908,21050511030284224,7,1042,460,228,91,74,17,7,29,1673,460,512,25,554,310,137
6909,21050511051261936,10,1315,582,311,134,98,21,8,24,3943,600,637,23,690,409,166
6910,21050511080702076,8,1474,701,272,96,120,35,10,22,1918,625,777,29,903,373,160
6911,21050511082791930,11,984,314,264,115,81,17,8,23,1756,522,373,28,480,334,120
6912,21050511095468220,13,882,322,214,103,49,21,6,23,1425,437,367,16,392,299,129
6913,21050511101521836,11,2203,1318,285,101,189,32,18,38,2416,701,1413,34,1229,659,271
6914,21050511133149772,12,1328,457,272,97,258,19,14,22,1936,707,528,35,547,519,220
6915,21050511151774580,9,886,299,260,115,60,14,7,22,1893,477,348,16,416,282,144
6916,21050511164586204,15,993,363,231,117,101,16,11,29,1690,510,416,17,433,357,153
6917,21050511172832600,16,959,367,260,118,54,18,12,29,1484,489,403,20,475,299,140
6918,21050511181328144,7,2178,1170,275,104,226,44,19,25,3775,786,1275,52,1023,789,324
6919,21050511183516830,12,1298,667,225,104,86,19,11,26,1719,493,729,21,768,312,167
6920,21050511225037076,12,1308,630,222,121,125,26,9,26,1934,530,688,32,640,413,205
6921,21050511240555704,14,1082,364,292,115,98,21,11,23,2138,563,438,30,477,377,188
6922,21050511244131588,14,1400,586,277,124,111,30,5,41,2379,643,665,33,828,359,167
6923,21050511264688412,14,1102,351,279,117,109,20,14,38,2112,599,414,33,480,407,173
6924,21050511281610850,9,859,220,234,100,91,15,5,25,1628,473,272,41,406,283,121
6925,21050511291185292,15,964,366,254,118,49,17,9,26,1349,488,417,17,467,293,162
6926,21050511303617196,12,1278,530,241,109,157,24,12,23,1887,586,600,32,502,565,164
6927,21050511351365996,10,1017,456,249,92,46,22,9,24,1491,452,505,17,591,253,130
6928,21050511353448610,10,1044,411,223,107,106,18,7,28,1536,487,478,23,480,367,147
6929,21050511401146756,12,901,377,210,92,60,15,9,28,1470,408,426,18,409,299,147
6930,21050511440653250,13,1102,465,232,98,82,16,8,31,2059,492,542,21,440,425,192
6931,21050511502453240,12,1308,503,260,98,128,43,11,28,2393,618,603,34,666,449,148
6932,21050511542587850,16,864,310,251,111,43,15,5,25,992,447,356,15,423,252,143
6933,21050511572998424,14,1547,730,278,140,142,15,14,29,2251,643,805,33,790,502,206
6934,21050511581087204,11,1352,561,305,119,102,19,12,28,1861,607,638,40,650,491,162
6935,21050512013696428,14,1061,452,261,111,63,14,8,23,2188,485,522,15,515,350,157
6936,21050512065274330,17,1351,554,287,150,93,23,17,40,2600,619,624,32,554,409,312
6937,21050512131106252,14,856,306,214,102,50,15,7,26,1323,434,366,16,424,267,126
6938,21050512161837480,12,939,354,213,97,69,20,8,25,1604,446,418,27,428,318,152
6939,21050512210968236,11,972,334,227,106,85,21,8,29,1605,507,379,30,410,320,199
6940,21050512233791560,10,1703,817,249,102,243,35,9,26,1922,703,917,29,954,465,238
6941,21050512240243490,11,903,368,213,102,88,20,8,25,1420,425,385,31,377,335,142
6942,21050512264544650,14,1026,447,263,135,56,25,5,26,1308,472,470,19,459,343,160
6943,21050512274713784,9,1324,577,282,115,121,29,12,21,2571,597,652,28,642,455,190
6944,21050512290685936,10,1353,606,256,118,158,18,7,23,1650,627,674,15,619,415,282
6945,21050512310276830,12,1273,559,263,114,79,16,12,25,1843,539,619,42,663,416,145
6946,21050512325962130,12,998,331,254,115,79,20,8,26,1460,515,395,35,442,331,188
6947,21050512383940730,14,939,286,260,115,117,15,5,23,1709,541,343,19,454,313,137
6948,21050512395969400,11,1394,641,272,120,121,19,14,32,1834,594,712,29,664,467,216
6949,21050512462233060,13,1356,610,267,128,72,24,8,31,1744,534,667,53,707,411,184
6950,21050512491208544,12,2019,928,243,105,430,24,17,34,2647,904,1008,37,935,751,281
6951,21050512501909932,15,1152,457,286,121,75,18,9,31,1795,539,519,34,558,385,158
6952,21050512544106580,8,1336,586,301,119,109,26,9,26,2608,617,658,21,787,356,153
6953,21050512580204976,17,1078,461,267,113,82,19,7,34,2561,492,479,39,497,346,196
6954,21050513013754440,9,1105,337,217,100,90,28,8,32,2226,544,424,59,571,349,142
6955,21050513024610444,11,1039,453,224,97,59,17,10,26,1630,462,495,28,470,350,175
6956,21050513052378080,16,935,315,253,119,76,22,5,27,1699,494,370,19,464,302,118
6957,21050513060982656,10,1289,600,239,93,143,34,14,24,2589,546,673,28,373,759,119
6958,21050513064398250,13,1190,318,261,120,169,22,12,30,5395,641,398,66,470,458,219
6959,21050513104262020,13,1191,499,292,131,69,23,4,26,1405,571,548,15,606,342,186
6960,21050513123380100,15,916,369,261,115,58,19,6,25,1075,452,386,23,485,258,124
6961,21050513141495468,10,1485,547,278,130,315,15,7,23,2010,772,606,35,671,590,171
6962,21050513174429650,13,952,302,280,129,49,17,5,25,1060,511,345,20,434,308,150
6963,21050513174940090,13,963,399,220,99,78,18,7,31,2504,451,443,22,420,328,170
6964,21050513190019104,13,898,362,208,104,39,16,5,25,1588,409,407,26,458,271,123
6965,21050513202716468,9,1500,619,285,116,112,53,8,25,2554,669,713,51,771,516,173
6966,21050513210223110,8,1169,430,272,118,69,28,9,21,2179,552,505,45,614,344,170
6967,21050513212862090,8,1153,389,278,122,117,35,13,24,2067,628,454,25,538,417,160
6968,21050513213989256,16,1231,492,295,121,124,20,16,41,1812,608,549,19,506,411,261
6969,21050513221024580,16,1336,631,264,117,90,25,11,31,1704,569,690,25,769,384,137
6970,21050513224294530,6,1282,477,334,114,96,23,15,40,2412,629,545,36,628,469,140
6971,21050513261263856,12,993,329,214,108,76,18,7,23,1829,485,402,39,462,327,161
6972,21050513272740064,14,1167,438,270,117,115,15,7,25,1545,553,499,42,518,383,219
6973,21050513275810304,15,1481,652,289,124,122,38,12,31,2524,644,749,34,864,367,204
6974,21050513301881980,6,1352,641,274,114,80,27,11,32,1858,556,703,31,727,395,179
6975,21050513304769436,14,975,370,218,109,74,16,9,31,1359,455,427,28,479,304,138
6976,21050513371049184,15,906,303,268,118,49,18,8,27,1546,496,345,17,439,285,134
6977,21050513390340824,17,839,220,258,112,52,16,10,31,1449,490,263,28,414,260,120
6978,21050513435129588,8,1596,770,270,123,132,38,9,25,1870,639,839,45,693,652,202
6979,21050513534328576,13,1167,490,269,117,109,23,7,26,2726,523,508,52,535,395,188
6980,21050514032614880,12,998,311,262,138,91,16,8,32,1426,546,364,25,478,310,154
6981,21050514143429060,9,1332,534,245,111,99,35,15,26,3504,563,610,67,606,499,175
6982,21050514161223000,13,1106,394,261,113,95,22,12,31,2767,533,481,33,474,426,160
6983,21050514165566856,9,962,384,239,97,58,24,10,23,2343,451,437,25,444,328,148
6984,21050514214842500,11,1186,479,271,128,86,20,10,23,1351,549,549,17,503,452,162
6985,21050514223839830,13,881,262,289,117,43,15,5,28,1074,501,307,15,419,278,126
6986,21050514291423140,11,1020,402,249,105,61,24,7,26,1444,480,458,15,559,260,134
6987,21050514370493260,13,1202,361,298,124,157,15,10,32,2877,661,434,34,618,390,146
6988,21050514380535324,17,937,341,253,118,63,16,5,23,1704,482,381,21,425,304,163
6989,21050514411093250,10,1135,401,261,122,107,20,13,32,1785,584,482,20,517,386,184
6990,21050514475359550,13,1112,433,240,97,102,18,7,22,1906,506,492,44,519,387,161
6991,21050515001301856,13,896,307,213,102,79,15,14,31,1433,457,372,19,454,256,139
6992,21050515014582788,13,1246,556,250,99,94,31,13,28,2171,548,622,25,771,306,123
6993,21050515034424000,14,1114,485,260,155,69,18,10,29,1179,512,500,29,511,389,153
6994,21050515041513224,11,1496,582,256,112,185,38,13,24,2286,692,666,59,798,474,185
6995,21050515072773056,15,1225,552,268,142,70,15,6,22,1079,530,600,18,626,333,191
6996,21050515131431210,12,909,306,249,95,56,15,9,22,1769,448,355,41,422,299,148
6997,21050515132083356,18,1096,481,274,151,64,17,8,25,1426,511,495,25,384,410,244
6998,21050515161029510,13,850,313,219,96,66,14,10,26,1559,428,364,17,365,336,108
6999,21050515430744464,11,2111,1243,267,127,228,29,11,39,2906,681,1262,67,1080,725,252
7000,21050515472562000,16,1010,371,259,125,62,15,8,26,1188,520,425,19,516,306,142
7001,21050515520917440,11,983,411,222,97,48,18,7,20,1631,434,451,34,520,281,135
7002,21050515520917828,15,1043,382,274,121,77,16,12,26,2623,530,426,28,480,327,190
7003,21050515534784920,11,998,292,266,117,136,17,7,20,1442,574,349,23,527,285,139
7004,21050516113796396,15,940,317,258,114,61,14,7,25,1934,490,378,20,465,300,128
7005,21050516152888940,9,1305,630,224,105,65,23,9,45,1765,489,673,46,748,336,151
7006,21050516372965420,14,1070,294,259,118,127,20,10,29,1328,585,362,42,483,362,172
7007,21050516503247640,11,1623,785,297,112,151,24,13,24,3825,652,848,46,849,499,229
7008,21050516590213464,16,1527,699,278,108,152,27,8,32,1889,641,771,44,811,469,196
7009,21050517010614660,11,1082,467,240,108,73,24,8,35,1570,493,517,20,521,348,163
7010,21050517052194480,11,1174,522,237,107,69,19,7,26,1675,498,563,39,492,444,185
7011,21050517194263676,12,1069,451,262,116,109,22,6,26,2088,507,468,37,479,416,133
7012,21050517310296616,11,970,291,286,114,51,19,10,29,1775,526,344,33,496,285,139
7013,21050517360689836,16,1046,354,272,108,115,19,6,25,1792,557,404,31,430,436,141
7014,21050518275741210,15,996,321,275,121,82,16,11,32,1480,543,373,20,461,337,139
7015,21050518310598104,10,1094,344,292,126,102,24,10,27,1987,607,408,17,457,411,164
7016,21050518425895144,8,1195,480,275,117,96,26,18,26,2562,552,550,34,462,484,202
7017,21050519240132930,15,1062,446,222,99,81,22,11,28,2004,474,502,32,532,310,178
7018,21050520045406144,15,895,277,254,109,52,20,7,25,1527,490,342,20,447,291,115
7019,21050520382653780,14,978,367,241,104,76,21,7,31,1898,479,415,26,488,314,126
7020,21050520443635476,15,1491,692,291,118,110,21,15,34,2073,619,738,51,850,370,225
